,answer
3231,좋음
3232,'매우좋음'
3233,'매우좋음'
3234,매우좋음
3235,매우좋음
3236,매우좋음
3237,'좋음'
3238,매우좋음
3239,매우좋음
3240,매우좋음
3241,'매우좋음'
3242,좋음
3243,'보통'
3244,좋음
3245,매우좋음
3246,매우좋음
3247,매우좋음
3248,좋음
3249,'좋음'
3250,'매우좋음'
3251,매우좋음
3252,매우좋음
3253,좋음
3254,'좋음'
3255,매우좋음
3256,매우좋음
3257,매우좋음
3258,매우좋음
3259,'매우좋음'
3260,매우좋음
3261,매우좋음
3262,'좋음'
3263,'좋음'
3264,좋음
3265,매우좋음
3266,매우좋음
3267,매우좋음
3268,'매우좋음'
3269,매우좋음
3270,매우좋음
3271,매우좋음
3272,매우좋음
3273,매우좋음
3274,'좋음'
3275,좋음
3276,매우좋음
3277,좋음
3278,매우좋음
3279,매우좋음
3280,'매우좋음'
3281,좋음
3282,좋음
3283,매우좋음
3284,'매우좋음'
3285,매우좋음
3286,좋음
3287,좋음
3288,매우좋음
3289,'매우좋음'
3290,좋음
3291,좋음
3292,'매우좋음'
3293,매우좋음
3294,매우좋음
3295,매우좋음
3296,좋음
3297,'좋음'
3298,매우좋음
3299,좋음
3300,'좋음'
3301,매우좋음
3302,좋음
3303,'매우좋음'
3304,좋음
3305,좋음
3306,'매우좋음'
3307,매우좋음
3308,'좋음'
3309,좋음
3310,'매우좋음'
3311,매우좋음
3312,'매우좋음'
3313,'매우좋음'
3314,'매우좋음'
3315,'매우좋음'
3316,매우좋음
3317,매우좋음
3318,매우좋음
3319,매우좋음
3320,매우좋음
3321,'매우좋음'
3322,매우좋음
3323,매우좋음
3324,매우좋음
3325,좋음
3326,매우좋음
3327,좋음
3328,매우좋음
3329,매우좋음
3330,'매우좋음'
3331,매우좋음
3332,매우좋음
3333,'좋음'
3334,매우좋음
3335,매우좋음
3336,매우종음
3337,매우좋음
3338,'매우좋음'
3339,좋음
3340,매우좋음
3341,'좋음'
3342,매우좋음
3343,매우좋음
3344,매우좋음
3345,매우좋음
3346,좋음
3347,매우좋음
3348,매우좋음
3349,매우좋음
3350,매우좋음
3351,매우좋음
3352,'매우좋음'
3353,'매우좋음'
3354,좋음
3355,'좋음'
3356,좋음
3357,'좋음'
3358,'좋음'
3359,좋음
3360,매우좋음
3361,'매우좋음'
3362,매우좋음
3363,좋음
3364,'매우좋음'
3365,매우좋음
3366,좋음
3367,'매우좋음'
3368,'매우좋음'
3369,매우좋음
3370,매우좋음
3371,매우좋음
3372,매우좋음
3373,매우좋음
3374,좋음
3375,'매우좋음'
3376,매우좋음
3377,매우좋음
3378,매우좋음
3379,좋음
3380,매우좋음
3381,매우좋음
3382,매우좋음
3383,'매우좋음'
3384,'좋음'
3385,매우좋음
3386,'매우좋음'
3387,'좋음'
3388,'매우좋음'
3389,매우좋음
3390,매우좋음
3391,매우좋음
3392,매우좋음
3393,매우좋음
3394,좋음
3395,좋음
3396,좋음
3397,매우좋음
3398,매우좋음
3399,좋음
3400,'좋음'
3401,매우좋음
3402,매우좋음
3403,매우좋음
3404,매우좋음
3405,매우좋음
3406,'좋음'
3407,'좋음'
3408,'매우좋음'
3409,매우좋음
3410,'매우좋음'
3411,매우좋음
3412,'좋음'
3413,좋음
3414,매우좋음
3415,보통
3416,'매우좋음'
3417,'매우좋음'
3418,매우좋음
3419,매우좋음
3420,좋음
3421,'매우좋음'
3422,'매우좋음'
3423,'매우좋음'
3424,'매우좋음'
3425,매우좋음
3426,매우좋음
3427,매우좋음
3428,좋음
3429,매우좋음
3430,좋음
3431,'매우좋음'
3432,매우좋음
3433,좋음
3434,좋음
3435,매우좋음
3436,'좋음'
3437,'매우좋음'
3438,'매우좋음'
3439,매우좋음
3440,매우좋음
3441,좋음
3442,'좋음'
3443,'매우좋음'
3444,좋음
3445,매우좋음
3446,'매우좋음'
3447,매우좋음
3448,좋음
3449,'매우좋음'
3450,좋음
3451,매우좋음
3452,'좋음'
3453,매우좋음
3454,매우좋음
3455,매우좋음
3456,매우좋음
3457,'매우좋음'
3458,매우좋음
3459,'매우좋음'
3460,매우좋음
3461,매우좋음
3462,'좋음'
3463,매우좋음
3464,매우좋음
3465,매우좋음
3466,매우좋음
3467,매우좋음
3468,매우좋음
3469,매우좋음
3470,좋음
3471,좋음
3472,'좋음'
3473,매우좋음
3474,좋음
3475,매우좋음
3476,매우좋음
3477,좋음
3478,'좋음'
3479,좋음
3480,매우좋음
3481,'매우좋음'
3482,좋음
3483,좋음
3484,매우좋음
3485,매우좋음
3486,매우좋음
3487,매우좋음
3488,매우좋음
3489,매우좋음
3490,좋음
3491,매우좋음
3492,매우좋음
3493,좋음
3494,매우좋음
3495,매우좋음
3496,매우좋음
3497,좋음
3498,매우좋음
3499,'매우좋음'
3500,'좋음'
3501,보통
3502,'좋음'
3503,'좋음'
3504,매우좋음
3505,매우좋음
3506,매우좋음
3507,'매우좋음'
3508,매우좋음
3509,매우좋음
3510,좋음
3511,'매우좋음'
3512,매우좋음
3513,매우좋음
3514,매우좋음
3515,매우좋음
3516,매우좋음
3517,'매우좋음'
3518,매우좋음
3519,매우좋음
3520,매우좋음
3521,좋음
3522,매우좋음
3523,'매우좋음'
3524,매우좋음
3525,매우좋음
3526,좋음
3527,매우좋음
3528,'나쁨'
3529,좋음
3530,매우좋음
3531,'매우좋음'
3532,'매우좋음'
3533,'좋음'
3534,'매우좋음'
3535,매우좋음
3536,매우좋음
3537,'매우좋음'
3538,좋음
3539,'보통'
3540,'매우좋음'
3541,매우좋음
3542,'매우좋음'
3543,매우좋음
3544,매우좋음
3545,'매우좋음'
3546,매우좋음
3547,좋음
3548,매우좋음
3549,'좋음'
3550,'매우좋음'
3551,'매우좋음'
3552,좋음
3553,매우좋음
3554,좋음
3555,매우좋음
3556,좋음
3557,매우좋음
3558,'좋음'
3559,'좋음'
3560,'좋음'
3561,'매우좋음'
3562,매우좋음
3563,좋음
3564,매우좋음
3565,매우좋음
3566,매우좋음
3567,매우좋음
3568,매우좋음
3569,'좋음'
3570,좋음
3571,'매우좋음'
3572,좋음
3573,매우좋음
3574,매우좋음
3575,매우좋음
3576,'보통'
3577,'보통'
3578,매우좋음
3579,매우좋음
3580,좋음
3581,매우좋음
3582,매우좋음
3583,매우좋음
3584,매우좋음
3585,좋음
3586,매우좋음
3587,'매우좋음'
3588,'좋음'
3589,'매우좋음'
3590,매우좋음
3591,매우좋음
3592,매우좋음
3593,'좋음'
3594,매우좋음
3595,매우좋음
3596,매우좋음
3597,매우좋음
3598,'매우좋음'
3599,'좋음'
3600,좋음
3601,매우좋음
3602,매우좋음
3603,매우좋음
3604,'매우좋음'
3605,'매우좋음'
3606,매우좋음
3607,매우좋음
3608,'좋음'
3609,'매우좋음'
3610,매우좋음
3611,'매우좋음'
3612,매우좋음
3613,'좋음'
3614,매우좋음
3615,매우좋음
3616,매우좋음
3617,매우좋음
3618,매우좋음
3619,'매우좋음'
3620,매우좋음
3621,좋음
3622,매우좋음
3623,매우좋음
3624,매우좋음
3625,'매우좋음'
3626,매우좋음
3627,매우좋음
3628,좋음
3629,'매우좋음'
3630,매우좋음
3631,'매우좋음'
3632,매우좋음
3633,매우좋음
3634,매우좋음
3635,매우좋음
3636,매우좋음
3637,매우좋음
3638,좋음
3639,'매우좋음'
3640,매우좋음
3641,매우좋음
3642,매우좋음
3643,매우좋음
3644,매우좋음
3645,매우좋음
3646,매우좋음
3647,매우좋음
3648,'매우좋음'
3649,좋음
3650,매우좋음
3651,'좋음'
3652,'좋음'
3653,'매우좋음'
3654,좋음
3655,좋음
3656,'매우좋음'
3657,'매우좋음'
3658,좋음
3659,매우좋음
3660,매우좋음
3661,'보통'
3662,'매우좋음'
3663,매우좋음
3664,매우좋음
3665,'매우좋음'
3666,매우좋음
3667,매우좋음
3668,매우좋음
3669,매우좋음
3670,'매우좋음'
3671,'매우좋음'
3672,매우좋음
3673,매우좋음
3674,'좋음'
3675,매우좋음
3676,좋음
3677,'매우좋음'
3678,매우좋음
3679,매우좋음
3680,매우좋음
3681,매우좋음
3682,매우좋음
3683,좋음
3684,매우좋음
3685,'매우좋음'
3686,매우좋음
3687,매우좋음
3688,매우좋음
3689,좋음
3690,매우좋음
3691,매우좋음
3692,매우좋음
3693,좋음
3694,매우좋음
3695,매우좋음
3696,매우좋음
3697,좋음
3698,매우좋음
3699,'매우좋음'
3700,'매우좋음'
3701,'매우좋음'
3702,'매우좋음'
3703,매우좋음
3704,'좋음'
3705,'좋음'
3706,'보통'
3707,매우좋음
3708,매우좋음
3709,좋음
3710,좋음
3711,매우좋음
3712,'매우좋음'
3713,'좋음'
3714,매우좋음
3715,매우좋음
3716,매우좋음
3717,매우좋음
3718,매우좋음
3719,좋음
3720,'보통'
3721,매우좋음
3722,좋음
3723,'매우좋음'
3724,좋음
3725,'매우좋음'
3726,좋음
3727,매우좋음
3728,매우좋음
3729,'좋음'
3730,매우좋음
3731,매우좋음
3732,'매우좋음'
3733,매우좋음
3734,매우좋음
3735,매우좋음
3736,매우좋음
3737,매우좋음
3738,'매우좋음'
3739,매우좋음
3740,'좋음'
3741,'보통'
3742,매우좋음
3743,매우좋음
3744,'나쁨'
3745,매우좋음
3746,좋음
3747,매우좋음
3748,'매우좋음'
3749,좋음
3750,매우좋음
3751,'매우좋음'
3752,'매우좋음'
3753,'매우좋음'
3754,매우좋음
3755,매우좋음
3756,매우좋음
3757,좋음
3758,매우좋음
3759,매우좋음
3760,'좋음'
3761,'매우좋음'
3762,'매우좋음'
3763,좋음
3764,'좋음'
3765,매우좋음
3766,매우좋음
3767,매우좋음
3768,좋음
3769,좋음
3770,'좋음'
3771,매우좋음
3772,좋음
3773,매우좋음
3774,매우좋음
3775,매우좋음
3776,매우좋음
3777,매우좋음
3778,'좋음'
3779,매우좋음
3780,매우좋음
3781,매우좋음
3782,'매우좋음'
3783,매우좋음
3784,'매우좋음'
3785,'매우좋음'
3786,'매우좋음'
3787,매우좋음
3788,'보통'
3789,'보통'
3790,'좋음'
3791,좋음
3792,좋음
3793,좋음
3794,매우좋음
3795,좋음
3796,'좋음'
3797,매우좋음
3798,'매우좋음'
3799,매우좋음
3800,매우좋음
3801,매우좋음
3802,매우좋음
3803,매우좋음
3804,매우좋음
3805,매우좋음
3806,'매우좋음'
3807,보통
3808,매우좋음
3809,매우좋음
3810,매우좋음
3811,'좋음'
3812,'좋음'
3813,좋음
3814,'좋음'
3815,매우좋음
3816,매우좋음
3817,매우좋음
3818,좋음
3819,매우좋음
3820,매우좋음
3821,매우좋음
3822,매우좋음
3823,매우좋음
3824,매우좋음
3825,매우좋음
3826,'매우좋음'
3827,보통
3828,매우좋음
3829,매우좋음
3830,매우좋음
3831,'좋음'
3832,'좋음'
3833,좋음
3834,'좋음'
3835,매우좋음
3836,매우좋음
3837,매우좋음
3838,좋음
3839,'매우좋음'
